CustomerSK,Recency,Frequency,Monetary,Segment,SegmentName
2773,458,1,395258.71,3,Potential Returning Customers
2774,444,1,339878.02,3,Potential Returning Customers
2776,914,1,438401.07,0,Inactive Customers
2779,1115,1,475606.23,0,Inactive Customers
2781,227,3,1299215.5,1,VIP Customers
2782,493,2,1016363.74,2,Loyal Customers
2783,118,1,394071.52,3,Potential Returning Customers
2784,1278,1,430400.32,0,Inactive Customers
2791,630,1,540738.48,3,Potential Returning Customers
2792,130,2,713837.1,2,Loyal Customers
2793,1255,1,418387.91,0,Inactive Customers
2796,1152,2,753294.12,2,Loyal Customers
2801,290,2,805381.33,2,Loyal Customers
2804,17,1,399360.34,3,Potential Returning Customers
2805,686,2,783125.63,2,Loyal Customers
2807,217,3,1108240.05,1,VIP Customers
2808,436,1,513621.96,3,Potential Returning Customers
2814,281,3,1072977.84,1,VIP Customers
2815,17,4,1643277.35,1,VIP Customers
2817,171,1,442043.47,3,Potential Returning Customers
2819,1128,3,1416601.65,1,VIP Customers
2822,1322,1,503396.2,0,Inactive Customers
2824,195,2,792006.49,2,Loyal Customers
2830,424,1,303042.17,3,Potential Returning Customers
2833,577,1,589180.06,3,Potential Returning Customers
2834,1253,1,404064.44,0,Inactive Customers
2836,122,1,591210.99,3,Potential Returning Customers
2837,73,1,363416.96,3,Potential Returning Customers
2838,240,1,505512.51,3,Potential Returning Customers
2839,88,2,865377.46,2,Loyal Customers
2843,133,3,1331025.75,1,VIP Customers
2845,1143,1,310653.4,0,Inactive Customers
2847,356,1,454794.99,3,Potential Returning Customers
2848,771,1,595833.36,0,Inactive Customers
2853,1201,1,383887.21,0,Inactive Customers
2855,925,1,410794.64,0,Inactive Customers
2856,548,1,425290.77,3,Potential Returning Customers
2858,374,1,363643.99,3,Potential Returning Customers
2859,702,1,467156.87,3,Potential Returning Customers
2860,238,1,498295,3,Potential Returning Customers
2863,1188,1,395452.29,0,Inactive Customers
2864,1219,1,504201.54,0,Inactive Customers
2866,230,2,1009344.57,2,Loyal Customers
2867,400,1,456417.56,3,Potential Returning Customers
2870,958,1,695610.19,0,Inactive Customers
2874,1194,1,396937.34,0,Inactive Customers
2875,750,1,533348.37,0,Inactive Customers
2877,1084,1,508616.89,0,Inactive Customers
2878,1056,1,295393.2,0,Inactive Customers
2879,286,2,940623,2,Loyal Customers
2885,736,1,477371.22,0,Inactive Customers
2886,187,1,588451.35,3,Potential Returning Customers
2887,496,1,466535.65,3,Potential Returning Customers
2888,1115,1,349669.71,0,Inactive Customers
2890,573,1,418364.61,3,Potential Returning Customers
2891,1181,1,337605.4,0,Inactive Customers
2895,654,2,808086.11,2,Loyal Customers
2896,163,3,1584806.13,1,VIP Customers
2897,254,2,910683.77,2,Loyal Customers
2898,56,2,948527.51,2,Loyal Customers
2901,152,2,1112070.94,2,Loyal Customers
2902,745,1,515892.7,0,Inactive Customers
2903,1063,1,268723.62,0,Inactive Customers
2905,1409,1,343845.88,0,Inactive Customers
2906,632,2,1031269.29,2,Loyal Customers
2907,620,1,459279.12,3,Potential Returning Customers
2909,736,1,378266.77,0,Inactive Customers
2910,1404,1,334076.93,0,Inactive Customers
2912,793,1,429390.36,0,Inactive Customers
2914,700,1,391817.33,3,Potential Returning Customers
2917,1382,1,333168.57,0,Inactive Customers
2919,118,2,1021678.33,2,Loyal Customers
2920,1346,1,433010.29,0,Inactive Customers
2922,919,1,416878.71,0,Inactive Customers
2923,837,1,264855.12,0,Inactive Customers
2926,749,1,434036.76,0,Inactive Customers
2928,1276,1,435221.73,0,Inactive Customers
2932,921,2,1025924.46,2,Loyal Customers
2936,759,1,420082.94,0,Inactive Customers
2939,1335,1,486394.59,0,Inactive Customers
2941,213,1,409314.39,3,Potential Returning Customers
2943,1327,1,352654.53,0,Inactive Customers
2944,999,1,442910.08,0,Inactive Customers
2947,998,2,630502.97,2,Loyal Customers
2948,8,2,873417.37,2,Loyal Customers
2949,279,2,856837.71,2,Loyal Customers
2953,903,1,468566.99,0,Inactive Customers
2955,562,1,526805.34,3,Potential Returning Customers
2956,730,1,471955.94,0,Inactive Customers
2957,1243,2,733915.9,2,Loyal Customers
2959,126,2,695460.72,2,Loyal Customers
2964,145,3,1380656.08,1,VIP Customers
2966,369,2,866272.29,2,Loyal Customers
2967,1359,2,907760.08,2,Loyal Customers
2968,1221,2,593560.27,0,Inactive Customers
2969,557,2,764553.95,2,Loyal Customers
2971,95,1,292715.34,3,Potential Returning Customers
2972,1236,1,452721.78,0,Inactive Customers
2976,799,2,911903.76,2,Loyal Customers
2977,1199,1,483516.71,0,Inactive Customers
2978,605,2,649993.7,2,Loyal Customers
2983,399,2,730693.83,2,Loyal Customers
2984,890,1,488936.31,0,Inactive Customers
2986,192,3,1294880.47,1,VIP Customers
2994,171,2,708666.55,2,Loyal Customers
2995,955,2,1004713.58,2,Loyal Customers
2997,237,1,453027.66,3,Potential Returning Customers
3001,469,1,309039.54,3,Potential Returning Customers
3009,1340,1,323891.34,0,Inactive Customers
3010,595,1,432231.8,3,Potential Returning Customers
3014,1414,1,397457.6,0,Inactive Customers
3018,82,1,380790.89,3,Potential Returning Customers
3019,181,2,672801.31,2,Loyal Customers
3021,1280,1,517148.38,0,Inactive Customers
3027,563,1,249767.35,3,Potential Returning Customers
3030,98,2,1387267.62,1,VIP Customers
3031,714,1,409718.2,3,Potential Returning Customers
3036,525,1,266668.46,3,Potential Returning Customers
3037,789,1,423076.55,0,Inactive Customers
3038,66,2,502030.33,2,Loyal Customers
3039,89,1,585601.92,3,Potential Returning Customers
3041,225,1,461685.77,3,Potential Returning Customers
3042,261,3,1199794.95,1,VIP Customers
3043,1394,1,332945.87,0,Inactive Customers
3045,460,1,342945.38,3,Potential Returning Customers
3047,560,1,373340.49,3,Potential Returning Customers
3049,497,1,310522.69,3,Potential Returning Customers
3052,1333,1,291070.11,0,Inactive Customers
3053,652,2,945345.79,2,Loyal Customers
3054,734,1,554200.57,0,Inactive Customers
3057,1368,1,367196.91,0,Inactive Customers
3058,1203,1,277466.09,0,Inactive Customers
3062,992,2,924580.26,2,Loyal Customers
3063,470,1,543709.57,3,Potential Returning Customers
3070,563,2,1003401.65,2,Loyal Customers
3073,946,1,442125.91,0,Inactive Customers
3075,725,1,383430.3,3,Potential Returning Customers
3077,626,1,410286.39,3,Potential Returning Customers
3078,419,1,307590.43,3,Potential Returning Customers
3082,477,1,509315.28,3,Potential Returning Customers
3083,14,2,1094398.2,2,Loyal Customers
3085,916,2,987713.71,2,Loyal Customers
3086,301,2,680058.8,2,Loyal Customers
3087,1115,1,336656.97,0,Inactive Customers
3088,769,1,471304.05,0,Inactive Customers
3089,1138,1,471909.23,0,Inactive Customers
3090,1317,1,532901.02,0,Inactive Customers
3091,784,3,1328328.22,1,VIP Customers
3092,111,1,386801.28,3,Potential Returning Customers
3093,157,2,885472.03,2,Loyal Customers
3094,1041,1,528894.36,0,Inactive Customers
3095,283,1,356096.71,3,Potential Returning Customers
3100,1018,1,493032.3,0,Inactive Customers
3101,805,1,305309.68,0,Inactive Customers
3102,438,1,243316.75,3,Potential Returning Customers
3103,118,1,452282.51,3,Potential Returning Customers
3109,690,2,654351.28,2,Loyal Customers
3113,60,3,1146430.22,1,VIP Customers
3114,271,1,321777.08,3,Potential Returning Customers
3115,384,1,494016.46,3,Potential Returning Customers
3117,127,1,362810.72,3,Potential Returning Customers
3118,457,3,1390837.51,1,VIP Customers
3120,1392,1,466015.53,0,Inactive Customers
3122,1417,1,501152.26,0,Inactive Customers
3123,202,1,431234.46,3,Potential Returning Customers
3124,838,1,414984.18,0,Inactive Customers
3125,629,2,746040.06,2,Loyal Customers
3126,857,1,447718.28,0,Inactive Customers
3128,1419,1,482684.82,0,Inactive Customers
3138,762,1,443162.41,0,Inactive Customers
3139,316,1,410621.37,3,Potential Returning Customers
3143,1318,1,374752.32,0,Inactive Customers
3144,1057,2,794979.73,2,Loyal Customers
3145,232,2,698353.28,2,Loyal Customers
3146,190,1,466446.97,3,Potential Returning Customers
3147,887,3,1125981.57,1,VIP Customers
3148,198,1,572762.42,3,Potential Returning Customers
3151,647,2,1075672.49,2,Loyal Customers
3154,105,1,412872.45,3,Potential Returning Customers
3158,1224,2,607912.25,0,Inactive Customers
3160,1404,1,392459.33,0,Inactive Customers
3161,467,2,682432.56,2,Loyal Customers
3167,1317,1,287513.4,0,Inactive Customers
3170,511,1,534444.51,3,Potential Returning Customers
3171,1118,1,344089.79,0,Inactive Customers
3172,871,2,865659.38,2,Loyal Customers
3174,892,1,440843.53,0,Inactive Customers
3176,1308,1,344299.94,0,Inactive Customers
3182,138,1,479769.07,3,Potential Returning Customers
3183,1014,1,482271.17,0,Inactive Customers
3185,389,1,448478.96,3,Potential Returning Customers
3187,311,1,354339.73,3,Potential Returning Customers
3189,83,3,1371248.53,1,VIP Customers
3195,1104,1,423139.86,0,Inactive Customers
3200,741,2,636993.41,2,Loyal Customers
3201,296,1,472577.01,3,Potential Returning Customers
3202,124,2,860691.55,2,Loyal Customers
3208,172,2,1093011.82,2,Loyal Customers
3209,707,1,606759.82,3,Potential Returning Customers
3211,101,1,455367.89,3,Potential Returning Customers
3215,839,1,490902.94,0,Inactive Customers
3216,121,1,343775.85,3,Potential Returning Customers
3218,1132,1,441126.34,0,Inactive Customers
3220,105,1,401066.03,3,Potential Returning Customers
3221,787,1,513775.78,0,Inactive Customers
3223,223,1,479340.28,3,Potential Returning Customers
3225,49,1,408463.08,3,Potential Returning Customers
3227,1250,1,427325.7,0,Inactive Customers
3229,52,1,399184.48,3,Potential Returning Customers
3232,674,1,366324.89,3,Potential Returning Customers
3236,1190,1,409406.2,0,Inactive Customers
3239,709,1,620599.07,3,Potential Returning Customers
3241,179,3,1257022.28,1,VIP Customers
3243,316,1,579966.06,3,Potential Returning Customers
3244,35,1,448899.32,3,Potential Returning Customers
3248,908,1,254112.87,0,Inactive Customers
3249,985,1,538588.64,0,Inactive Customers
3250,2,1,385662.18,3,Potential Returning Customers
3255,1420,1,363590.9,0,Inactive Customers
3259,823,2,634645.04,2,Loyal Customers
3261,1017,1,724367.62,0,Inactive Customers
3263,499,2,1007269.6,2,Loyal Customers
3267,1025,1,452919.59,0,Inactive Customers
3271,917,1,476076.59,0,Inactive Customers
3272,537,3,1186426.73,1,VIP Customers
3276,809,2,623628.09,2,Loyal Customers
3277,44,1,401681.4,3,Potential Returning Customers
3278,901,2,864559.51,2,Loyal Customers
3280,741,1,407130.06,0,Inactive Customers
3281,518,1,378995.06,3,Potential Returning Customers
3282,794,2,849944.01,2,Loyal Customers
3288,755,1,406817.55,0,Inactive Customers
3292,1032,1,753066.68,0,Inactive Customers
3293,1395,1,458504.89,0,Inactive Customers
3294,1166,1,445479.35,0,Inactive Customers
3295,72,2,723262.74,2,Loyal Customers
3296,89,2,1059499.86,2,Loyal Customers
3297,367,1,480212.12,3,Potential Returning Customers
3298,99,1,337952.21,3,Potential Returning Customers
3299,331,1,261378.93,3,Potential Returning Customers
3301,785,1,312477.65,0,Inactive Customers
3302,1241,1,361560.58,0,Inactive Customers
3303,300,2,872759.33,2,Loyal Customers
3305,840,1,453293.76,0,Inactive Customers
3306,517,1,455985.64,3,Potential Returning Customers
3307,249,2,976857.63,2,Loyal Customers
3309,317,1,503654.78,3,Potential Returning Customers
3311,1014,1,459348.15,0,Inactive Customers
3312,1333,1,478514.45,0,Inactive Customers
3313,394,1,409423.49,3,Potential Returning Customers
3314,1118,1,391888.03,0,Inactive Customers
3315,1400,1,474678.17,0,Inactive Customers
3322,348,2,509065.93,2,Loyal Customers
3323,1198,1,418006.64,0,Inactive Customers
3324,1142,1,515590.43,0,Inactive Customers
3326,429,1,359547.85,3,Potential Returning Customers
3329,1320,1,236321.21,0,Inactive Customers
3330,820,1,352678.85,0,Inactive Customers
3333,333,2,727901.89,2,Loyal Customers
3336,426,2,862468.63,2,Loyal Customers
3337,1024,1,405224.18,0,Inactive Customers
3338,225,2,638841.51,2,Loyal Customers
3343,1131,2,766427.99,2,Loyal Customers
3352,331,1,488768.12,3,Potential Returning Customers
3357,81,2,853711.55,2,Loyal Customers
3358,1152,1,489336.3,0,Inactive Customers
3361,543,2,777594.63,2,Loyal Customers
3363,155,1,523584.28,3,Potential Returning Customers
3364,27,3,1404915.66,1,VIP Customers
3369,213,1,394566.53,3,Potential Returning Customers
3371,732,2,787136.99,2,Loyal Customers
3372,646,2,840050.02,2,Loyal Customers
3373,1038,1,457544.32,0,Inactive Customers
3375,591,1,395049.21,3,Potential Returning Customers
3376,351,2,767309.31,2,Loyal Customers
3377,1264,1,297824.04,0,Inactive Customers
3380,373,1,369780.02,3,Potential Returning Customers
3381,532,2,889224.22,2,Loyal Customers
3386,1331,1,673203.81,0,Inactive Customers
3388,272,2,1078815.32,2,Loyal Customers
3392,1228,2,796362,2,Loyal Customers
3400,212,1,393357.51,3,Potential Returning Customers
3407,423,1,321147.19,3,Potential Returning Customers
3408,112,2,953907.97,2,Loyal Customers
3409,542,1,530224.75,3,Potential Returning Customers
3410,898,1,508180.56,0,Inactive Customers
3411,794,1,339090.39,0,Inactive Customers
3413,592,2,922539.14,2,Loyal Customers
3415,29,1,279349.84,3,Potential Returning Customers
3418,984,1,447231.38,0,Inactive Customers
3423,137,1,463271.09,3,Potential Returning Customers
3427,807,1,442505.03,0,Inactive Customers
3430,1170,1,519738.36,0,Inactive Customers
3432,472,1,353160.18,3,Potential Returning Customers
3434,1257,1,465748.52,0,Inactive Customers
3436,770,1,404276.52,0,Inactive Customers
3437,633,2,584271.51,2,Loyal Customers
3439,751,2,1049146.78,2,Loyal Customers
3452,984,1,527239.24,0,Inactive Customers
3455,571,1,434300.19,3,Potential Returning Customers
3457,622,1,303256.1,3,Potential Returning Customers
3460,494,2,888331,2,Loyal Customers
3462,877,2,709791.63,2,Loyal Customers
3465,520,1,424554.44,3,Potential Returning Customers
3467,503,1,228447.12,3,Potential Returning Customers
3468,187,1,590449.53,3,Potential Returning Customers
3469,783,1,312433.21,0,Inactive Customers
3470,900,1,366309.95,0,Inactive Customers
3471,1297,1,423124.95,0,Inactive Customers
3472,852,1,375243.32,0,Inactive Customers
3473,1079,1,267634.77,0,Inactive Customers
3474,1409,1,400242.7,0,Inactive Customers
3475,1221,1,444123.99,0,Inactive Customers
3476,522,2,896550.32,2,Loyal Customers
3479,563,2,834769.37,2,Loyal Customers
3480,1404,1,500057.83,0,Inactive Customers
3483,686,1,315832.62,3,Potential Returning Customers
3484,407,3,1499360.45,1,VIP Customers
3485,1301,1,406276.93,0,Inactive Customers
3489,16,2,903877.59,2,Loyal Customers
3490,656,1,462324.46,3,Potential Returning Customers
3492,998,1,398906.62,0,Inactive Customers
3494,331,1,452893.28,3,Potential Returning Customers
3496,265,2,922336.81,2,Loyal Customers
3506,647,2,1165158.25,2,Loyal Customers
3508,295,2,839097.24,2,Loyal Customers
3510,482,1,532561.04,3,Potential Returning Customers
3512,607,2,790097.84,2,Loyal Customers
3514,1353,1,283300.61,0,Inactive Customers
3516,404,2,765244.78,2,Loyal Customers
3520,808,1,298414.36,0,Inactive Customers
3523,1232,1,555387.23,0,Inactive Customers
3524,873,1,340468.75,0,Inactive Customers
3526,575,1,476944.26,3,Potential Returning Customers
3531,1145,1,359832.69,0,Inactive Customers
3533,263,3,1351925.79,1,VIP Customers
3538,211,1,452268.92,3,Potential Returning Customers
3539,298,1,454114.33,3,Potential Returning Customers
3540,31,2,947289.19,2,Loyal Customers
3542,83,1,445115.93,3,Potential Returning Customers
3543,1321,1,528133.33,0,Inactive Customers
3545,86,1,467100.29,3,Potential Returning Customers
3546,278,1,419252.09,3,Potential Returning Customers
3547,625,2,861636.83,2,Loyal Customers
3548,895,1,442783.59,0,Inactive Customers
3549,1248,1,311804.58,0,Inactive Customers
3552,1109,2,752119.06,2,Loyal Customers
3553,761,1,438210.8,0,Inactive Customers
3556,357,1,296968.43,3,Potential Returning Customers
3558,1058,1,297058.47,0,Inactive Customers
3562,1060,1,394210.93,0,Inactive Customers
3565,1230,1,349598.24,0,Inactive Customers
3566,266,1,424490.66,3,Potential Returning Customers
3567,1334,1,561459.88,0,Inactive Customers
3570,536,1,364818.38,3,Potential Returning Customers
3575,502,1,420554.83,3,Potential Returning Customers
3577,126,1,477201.04,3,Potential Returning Customers
3580,74,1,351873.73,3,Potential Returning Customers
3581,616,1,263488.45,3,Potential Returning Customers
3584,377,3,821396.3,2,Loyal Customers
3589,1180,1,213548.07,0,Inactive Customers
3593,33,2,973609.36,2,Loyal Customers
3595,1170,1,687061.17,0,Inactive Customers
3597,1218,1,389082.41,0,Inactive Customers
3599,53,1,608381.79,3,Potential Returning Customers
3601,152,1,585241.48,3,Potential Returning Customers
3603,1007,2,867858.39,2,Loyal Customers
3604,1261,1,403573.36,0,Inactive Customers
3605,393,2,909688.01,2,Loyal Customers
3606,615,1,394844.99,3,Potential Returning Customers
3609,553,1,564960.31,3,Potential Returning Customers
3611,632,1,415571.64,3,Potential Returning Customers
3613,1393,1,321596.07,0,Inactive Customers
3614,865,1,448901.09,0,Inactive Customers
3615,962,1,301382.1,0,Inactive Customers
3616,267,2,602947.26,2,Loyal Customers
3617,147,1,394312.32,3,Potential Returning Customers
3618,1195,1,397282.85,0,Inactive Customers
3623,219,1,293530.84,3,Potential Returning Customers
3624,1076,1,381113.97,0,Inactive Customers
3625,806,2,833244.66,2,Loyal Customers
3626,473,1,380277.72,3,Potential Returning Customers
3627,652,2,1024165.21,2,Loyal Customers
3628,1144,1,338937.08,0,Inactive Customers
3632,1232,2,963672.04,2,Loyal Customers
3634,147,2,903370.73,2,Loyal Customers
3635,310,1,329189.49,3,Potential Returning Customers
3638,172,1,451814.9,3,Potential Returning Customers
3642,1141,1,588804.43,0,Inactive Customers
3645,1236,1,500136,0,Inactive Customers
3646,606,2,859681.58,2,Loyal Customers
3650,66,2,792834.68,2,Loyal Customers
3651,491,3,1078958.66,1,VIP Customers
3654,744,2,877132.07,2,Loyal Customers
3655,303,3,1270959.36,1,VIP Customers
3659,117,1,478193.61,3,Potential Returning Customers
3661,1292,1,515023.49,0,Inactive Customers
3662,122,1,297101.11,3,Potential Returning Customers
3667,306,1,264734.24,3,Potential Returning Customers
3668,45,1,477377.82,3,Potential Returning Customers
3669,140,2,772065.43,2,Loyal Customers
3670,7,1,533044.32,3,Potential Returning Customers
3671,792,1,462135.19,0,Inactive Customers
3672,1375,1,404852.37,0,Inactive Customers
3673,116,2,1031098.6,2,Loyal Customers
3676,369,2,1074804.75,2,Loyal Customers
3680,805,1,316146.14,0,Inactive Customers
3681,2,1,439082.14,3,Potential Returning Customers
3683,365,1,462545.27,3,Potential Returning Customers
3689,296,1,394814.39,3,Potential Returning Customers
3693,490,1,747611.99,3,Potential Returning Customers
3694,894,1,252660.09,0,Inactive Customers
3695,578,1,343312.73,3,Potential Returning Customers
3696,1280,1,491888.13,0,Inactive Customers
3699,166,1,646189.15,3,Potential Returning Customers
3700,1195,1,231071.13,0,Inactive Customers
3705,1085,1,406876.06,0,Inactive Customers
3706,319,1,341979.73,3,Potential Returning Customers
3709,1342,1,518399.28,0,Inactive Customers
3711,378,1,360822.33,3,Potential Returning Customers
3714,808,1,489944.49,0,Inactive Customers
3716,297,1,285404.26,3,Potential Returning Customers
3719,759,1,461275.11,0,Inactive Customers
3720,301,1,335501.15,3,Potential Returning Customers
3721,1368,2,1067119.22,2,Loyal Customers
3722,96,1,302195.04,3,Potential Returning Customers
3723,161,1,283212.68,3,Potential Returning Customers
3724,765,1,412391.96,0,Inactive Customers
3726,90,1,382166.97,3,Potential Returning Customers
3730,1217,1,530130.24,0,Inactive Customers
3732,200,1,446744.5,3,Potential Returning Customers
3733,9,1,532666.88,3,Potential Returning Customers
3734,265,2,846239.98,2,Loyal Customers
3735,1400,1,301304.52,0,Inactive Customers
3736,1122,1,375485.88,0,Inactive Customers
3737,714,2,759970.03,2,Loyal Customers
3740,1245,1,442138.1,0,Inactive Customers
3741,222,2,740029.14,2,Loyal Customers
3745,616,1,441800.35,3,Potential Returning Customers
3746,1263,1,457359.12,0,Inactive Customers
3747,1201,1,352055.55,0,Inactive Customers
3749,58,1,413284.31,3,Potential Returning Customers
3754,1300,1,431120.14,0,Inactive Customers
3755,1227,1,526089.78,0,Inactive Customers
3757,1098,1,368904.52,0,Inactive Customers
3759,1164,1,670034.99,0,Inactive Customers
3761,290,1,161498.64,3,Potential Returning Customers
3766,499,1,454369.38,3,Potential Returning Customers
3767,541,1,301881.04,3,Potential Returning Customers
3768,248,2,831514.9,2,Loyal Customers
3769,1406,1,436598.6,0,Inactive Customers
3770,331,2,978837.63,2,Loyal Customers
3772,1226,1,354632.82,0,Inactive Customers
3774,104,2,788135.58,2,Loyal Customers
3776,1166,1,419068.28,0,Inactive Customers
3780,312,4,1673017.44,1,VIP Customers
3781,294,1,287793.29,3,Potential Returning Customers
3786,67,1,471927.03,3,Potential Returning Customers
3788,221,1,361411.47,3,Potential Returning Customers
3794,8,1,313385.06,3,Potential Returning Customers
3799,712,3,1024585.21,1,VIP Customers
3800,850,1,214062.03,0,Inactive Customers
3801,569,1,567149.5,3,Potential Returning Customers
3803,287,1,442209.67,3,Potential Returning Customers
3808,248,2,594656.6,2,Loyal Customers
3811,465,2,972735.85,2,Loyal Customers
3812,1145,1,514462.61,0,Inactive Customers
3816,798,3,1107145.88,1,VIP Customers
3817,791,1,519241.19,0,Inactive Customers
3821,1186,1,405443.74,0,Inactive Customers
3822,274,1,441902.34,3,Potential Returning Customers
3825,65,2,1097671.62,2,Loyal Customers
3826,1256,1,450339.43,0,Inactive Customers
3827,643,1,377458.84,3,Potential Returning Customers
3829,891,2,740725.13,2,Loyal Customers
3832,254,1,418260.79,3,Potential Returning Customers
3836,84,1,543458.47,3,Potential Returning Customers
3845,1328,1,394445.18,0,Inactive Customers
3846,1087,1,602943.65,0,Inactive Customers
3847,670,1,308866.61,3,Potential Returning Customers
3848,1239,1,425599.01,0,Inactive Customers
3849,788,2,810786.42,2,Loyal Customers
3851,1170,1,260552.51,0,Inactive Customers
3852,78,2,971013.31,2,Loyal Customers
3856,936,2,748014.41,2,Loyal Customers
3857,463,1,378009.64,3,Potential Returning Customers
3858,59,1,356054.04,3,Potential Returning Customers
3862,1015,1,384084.85,0,Inactive Customers
3863,624,2,600237.9,2,Loyal Customers
3865,335,1,300839.47,3,Potential Returning Customers
3867,320,2,705008.38,2,Loyal Customers
3868,123,1,408393.12,3,Potential Returning Customers
3869,266,1,483162.1,3,Potential Returning Customers
3870,43,2,884987.89,2,Loyal Customers
3873,1279,1,285942.75,0,Inactive Customers
3874,840,1,263283.76,0,Inactive Customers
3875,343,2,779269.1,2,Loyal Customers
3876,699,3,1269139.77,1,VIP Customers
3877,785,3,1000064.15,1,VIP Customers
3879,1360,2,699096.66,0,Inactive Customers
3881,291,3,1041119.09,1,VIP Customers
3882,16,5,2368569.5,1,VIP Customers
3888,437,1,400174.88,3,Potential Returning Customers
3890,1046,1,276416.95,0,Inactive Customers
3892,1319,1,361192.95,0,Inactive Customers
3896,378,1,506358.24,3,Potential Returning Customers
3897,447,2,562484.82,2,Loyal Customers
3898,56,1,379656.14,3,Potential Returning Customers
3899,1268,1,393584.12,0,Inactive Customers
3902,446,2,1018036.66,2,Loyal Customers
3905,158,1,407971.92,3,Potential Returning Customers
3906,1127,1,405940.8,0,Inactive Customers
3907,493,1,409336.89,3,Potential Returning Customers
3908,86,2,845303.39,2,Loyal Customers
3909,879,1,382335.4,0,Inactive Customers
3911,529,2,862717.56,2,Loyal Customers
3913,813,1,449029.81,0,Inactive Customers
3914,1183,2,858620.67,2,Loyal Customers
3917,172,1,615070.02,3,Potential Returning Customers
3920,1402,1,379967.99,0,Inactive Customers
3921,549,1,503564.15,3,Potential Returning Customers
3922,923,2,1068458.63,2,Loyal Customers
3925,624,1,382274.6,3,Potential Returning Customers
3929,412,2,749769.58,2,Loyal Customers
3930,574,1,371554.42,3,Potential Returning Customers
3931,1389,1,301723.82,0,Inactive Customers
3933,111,2,727528.09,2,Loyal Customers
3940,406,1,231664.24,3,Potential Returning Customers
3943,561,2,915054.01,2,Loyal Customers
3946,1343,1,474992.45,0,Inactive Customers
3947,483,1,408074.71,3,Potential Returning Customers
3948,445,1,387727.81,3,Potential Returning Customers
3949,490,1,511262.01,3,Potential Returning Customers
3950,235,1,364266.95,3,Potential Returning Customers
3953,1230,1,482750.06,0,Inactive Customers
3955,382,2,735055.65,2,Loyal Customers
3956,514,1,522453.61,3,Potential Returning Customers
3957,1160,2,953586.15,2,Loyal Customers
3958,33,1,370010.63,3,Potential Returning Customers
3960,152,2,1129000.11,2,Loyal Customers
3961,234,1,376499.74,3,Potential Returning Customers
3963,1311,1,623365.49,0,Inactive Customers
3968,529,1,474258.88,3,Potential Returning Customers
3969,1031,2,729268.48,2,Loyal Customers
3970,1161,2,797690.86,2,Loyal Customers
3973,1128,2,629476.9,2,Loyal Customers
3974,739,1,323824.36,0,Inactive Customers
3978,1415,1,383183.32,0,Inactive Customers
3981,81,2,808688.44,2,Loyal Customers
3982,217,2,735383.99,2,Loyal Customers
3983,581,1,370507.58,3,Potential Returning Customers
3986,1022,1,327120.67,0,Inactive Customers
3987,608,2,707017.63,2,Loyal Customers
3989,621,2,760878.2,2,Loyal Customers
3990,1077,1,523437.42,0,Inactive Customers
3992,486,2,969991.37,2,Loyal Customers
3996,918,1,250204.14,0,Inactive Customers
3997,1163,1,315547.2,0,Inactive Customers
3998,493,1,554817.22,3,Potential Returning Customers
4000,881,1,484081.28,0,Inactive Customers
4002,713,1,359712.64,3,Potential Returning Customers
4004,1349,1,446070.12,0,Inactive Customers
4006,417,1,343658.64,3,Potential Returning Customers
4011,751,1,507525.04,0,Inactive Customers
4015,319,3,1040334.65,1,VIP Customers
4016,832,1,428881.53,0,Inactive Customers
4019,314,2,737703.38,2,Loyal Customers
4020,917,1,418401.91,0,Inactive Customers
4024,469,1,401697.84,3,Potential Returning Customers
4026,489,1,401357.94,3,Potential Returning Customers
4027,929,2,614565.09,2,Loyal Customers
4028,1254,1,409537.09,0,Inactive Customers
4029,136,2,778964.86,2,Loyal Customers
4030,380,1,461662.66,3,Potential Returning Customers
4031,1416,1,338660.79,0,Inactive Customers
4033,115,1,457275.44,3,Potential Returning Customers
4034,210,2,949986.44,2,Loyal Customers
4037,463,1,241910,3,Potential Returning Customers
4038,561,1,514891.2,3,Potential Returning Customers
4041,1280,1,432502.04,0,Inactive Customers
4043,1055,1,422555.95,0,Inactive Customers
4044,11,1,329008.86,3,Potential Returning Customers
4045,69,1,476816.19,3,Potential Returning Customers
4050,11,3,1134807.7,1,VIP Customers
4058,114,1,246264.53,3,Potential Returning Customers
4061,708,1,495832.05,3,Potential Returning Customers
4062,1020,1,478226.54,0,Inactive Customers
4066,1365,1,338812.59,0,Inactive Customers
4070,221,2,781461.03,2,Loyal Customers
4071,766,1,530499.74,0,Inactive Customers
4072,89,2,935668.74,2,Loyal Customers
4073,1072,1,422434.71,0,Inactive Customers
4075,540,1,369141.65,3,Potential Returning Customers
4078,117,2,825737.51,2,Loyal Customers
4080,240,2,883768.74,2,Loyal Customers
4081,80,2,704082.79,2,Loyal Customers
4083,36,4,1536317.63,1,VIP Customers
4084,496,1,638491.85,3,Potential Returning Customers
4087,584,1,294268.93,3,Potential Returning Customers
4088,362,1,443468.22,3,Potential Returning Customers
4089,1330,1,314503.96,0,Inactive Customers
4090,564,1,445014.99,3,Potential Returning Customers
4092,1040,1,352936.2,0,Inactive Customers
4095,1182,2,919039.9,2,Loyal Customers
4096,582,1,460539.31,3,Potential Returning Customers
4097,993,1,354301.54,0,Inactive Customers
4099,476,2,745139.36,2,Loyal Customers
4101,351,3,1181476,1,VIP Customers
